sentence,label
bhajpaiyoon . . . . chadi sambhal k rakhna . . . feb 10 ko aukat pata chal jaega . . .,0
Sub kaise hai.,2
gaurav . . jab car thoki thi tab bachaaye gye the aise hi na :p,1
anna khud hell jhoge sath m jo media neutral nhi h wo b,0
modi fekte hi rahoge kya ?,1
rt @abdullah_0mar: alia bhatt files a case against sohail khan. being an indian actor how he can play in pakistan team. #indvspak,0
luncher paji kaha h school nhi jate kya kbhi,1
so happy hisd has no school tomorrow ! no student teaching in the morning ! !,2
solving physics ji sharb to gujrat me bhi bikti black me aakar dekho,0
Bhai mera nasm saaru h jaise aap ka sallu h,1
"Aur Salman bhai apki hum apka movies nhi dekhne jainge,,, Q k apnea ussme wahiyaad bhagwan ka chalissa gaya ha jiska wajse Muslim ko sarminda hona padege,,,,, Pura mehena yani month ,, roza Namaz padne k baad ye sunnege,,, kya bhai apko koi aur movies nhi mila kya",0
In mandawa,1
khtm kr jldi,1
mujhe to scooter pe agey khade ho kar jana pasand tha :d,2
i have to wait till sunday to see carmelo anthony and the knicks debut ?,1
supw sirf hum kvians hi jante kya cheez tha . same sitiutation mere sath kai baar hue hai,1
bina kisi ko pata chale set karna ek art hai :p,2
tu mt aaiyu,1
chutiye . . . sirf vade krne se vote milte to aaj mein bhi pm hota,0
the games i ordered that came out tuesday were going to shipped from nj so safe to say i'll be waiting a bit more till they get shipped .,2
rubbish news . . . . baki sab badsurat hain kya ? ? ?,0
"duniya dekh rahi hai dang, dilli jeet rahe hai hum #delhidecides #aapkidilli",1
Kya h yo ?,1
kato to khoon nahi . when cut no blood . convent me dala tha papa ne bhai .,1
hahaha . . bt mai to kabi paise nhi mangti thi . . . .,2
nfl news: new york giants: game-by-game predictions for the 2nd half of the season http/URL #football #nfl #nfceast,1
Main b dekhunga,0
eid Mubarak ho bahiya,2
Nhi yaar .. Woh toh ifmr mein h,1
cheese curls and wine is a great bed time snack . time for lights out before my regional day tomorrow ! haha #insidejoke #sleep #goodnight,2
u gags are lyk sweet boxes . . it opens all the sweetness of childhood .,2
"coaching me hu #cricbuzz zindabaad , aaj ka topic to gaya ,",2
[ Admin Note ] In a plane on the way to Bombay after a few years ! I'm gonna be walking around aimlessly sometime in the next couple of days ;),1
Usne bacha liya,2
we r wid u arvind kejriwal,2
Yo ke h,1
u guys are aswm yar,2
aaj tak samjh nahi aaya aur pura bachpan nikal gaya har kisi ki drawing dekh kar ki yeh pedh(tree) hut k pichey he kyun hota hai . . ? ? ?,1
9 . sari sewaye online arthat digitel india ke dvara bhrastachar par lagam,2
s wali power best thi :p,2
"@bhaiyyajispeaks jinke aapne ghar shishe ke ho , aur k ghar pe pathar nahi marte ..munna #aapsweep",0
"luv u salman ,...aap bht bht great ho...hr din koi na koi kisi k bare me bolta rehta..ese logo pr koi vishwas ni krta.........unke bolne se hi hme sikhna cahiye pdai kitni jruri h n soch smjhkr bolna b.",2
@kiaarasandhu pk movie daikhne k baad faisla kero ga,1
Salman realy good yar,2
Arre bhosdi ke bhar abhi,0
acting mein hum se panga . . . . . .,1
"open dialog is cosponsoring with globes to present to you "" searching for social justice "" next wednesday at 6pm . http/URL",2
incredibly . . . . . . . . . . . . . . creative . . . . . . . . superb . . . . . . .,2
Yaar ... mrng me aisa cnfession post krna zaruri tha . o_O,1
happy eid salman sir,2
"modi is the best , rahul is maha chore h .",0
Maa bap hain na,0
Bhai jaldi aa subi se waiting,1
idle bauthe rehna is not going to be fruitful .,2
"not best way priyanshi jain , because we have this last and only option :(",0
@someUSER i would think you would do that if you are running for potus . it may be part of your job someday .,1
"lagta hai pk movie specially pm, rss aur khachhar bhakto ki toli ko dhyan me rakhkar banai h. ab kabootar ki tarah aankhen na ghumana",0
haqiqat bayan karte hain aese cartoon images . . . . :) so true . . :),2
#indvspak kapil dev : khel ki jeet hogi | romance like srk,2
or phr match ki aisi ki tesi ho jati h . . :p :p lekin mai to phr b match hi dekhta tha . . exam ka kya h aate jate rahte h . .,1
"yes, lv u sallu bhaijaan...",2
sab chori ke honge,0
dhoka de diya bhaijaan....,0
#abtakchhappan2 review -there is nothing appealing n this sequel says @koimoireviews check others review also at mirab.in #railbudget2015,1
Abhi dekh rha tha,1
@someUSER hey ! are you going to noel fielding with us on friday ?,1
Chal fir ata hu,1
Isbar tmhari le li jyegi preshaan na ho,0
Pori dunya tumhari fan nahi hai to ziyada ochlo mat agar tum harai fan ho to wo sirf india or pakistan ho ga ya pir AK or mulk pori dunya nahi Mari sister tumhai pehlai like krtiti per ab nahi she is right you are salfish,0
chutiye 70 issues to likh na paya solve kahase karega ;),0
amazon has deals on home theater items on during the countdown to black friday . http/URL,1
Leni,1
rt @anamika843: #msg3successfulweeks is a sign that humanity is still alive within millions with the grace of god @gurmeetramrahim,2
Sabse kimti cheej mili pahchan kafi hai,1
Bajrangi bhaijaan 4:30 b baj gaye Kb aaoge.. Bhai kl Mera birthday.. Kal ki party meri taraf se,2
Kis typeg ka projectg karna hai,1
Bajrangi bhaijaan 300 par karega yeh mere wada hai,2
Chal jhuta....answer ek qustion ka b nhi diya,0
or wo maan gy,1
very good bjp samarthak . .,2
"jab tak chips ka packet bhara hai , inka haath chalta rahega :d",2
Ha Gud,2
ladkiyo ko non virgin hona chahiye . . . virgin to mobile bhi hota hain,1
wee belive u salman,2
kisi ko harami kahne se pahle apne bare me soco.,1
bade dino baad luncher paji k darshan huye . . . ab pata chala republic day k laddoo kaha chaley gaye,1
bhai realy hurt jab nahi aana tha toh kyu kaha tha u know me ana study chodhkar 1 hour s msg kar rahi mera exam hai kal phir bhi bye :( :(,0
Haan shyad yaar,1
vai jan ek ber batyan e koro,1
launcher paaji laddu pe concentrate kar rahe hain :p,1
koi nahi krega ab b . ed kuki 2 lakh road me ghum rhe h,0
sach mein jinke paas 4 wheeler hoti hai . . . unhe is mazaa ka experience nehi ho paata . . . so sad,0
Bhai don't worry,1
yaha ja,1
"baap bda na , bhiya , , sbse bda rupaiya h aj k liye . . . . . .",1
Han lena h na . .,1
Hi bhayya,2
BHAI ab intezar itna bhi karvai ye,1
rt @shashi_5362005: #msgincinemas @gurmeetramrahim .. aaj se kaal ki joro shoro se thukayi shuru...,1
bjp desh ko loot rahi hai,0
Bhai re 8123157468 pe call kar,0
bulls season tips off wednesday night vs sacramento kings . excited is not the word .,2
Han bana lenge,1
Abhi nhi decideg kiya h dono mein se Kisi ne bhi,0
we also need a tougher law against false rape cases against a woman,2
"i still remember the "" chitra ki kunjiya "" . . . hahahahaha mast thi . . . nandlaal dayaram urf nd . . . kundrabawa . . . . . yahi chalti thi . . saare holiday homework aur chapter ke last ke question answer sab tha . . sabse patli yahi thi . . baad me refreshers moti moti aane lagi . . :p :p",2
huh ?? well surely ab tumhra bhai tumhe blck mail kia krega bcha ab impact to tum pr aega lolzz .... -p,0
Hum to 2 vje se w8 main hai,1
new glory gang music janet at the superbowl http/URL on #soundcloud,1
top 2013 suzuki burgman 400 abs review http://t.co/dzxtiybhqu #indvsuae #superbudget #unionbudget2015 #ausvnz #sabkabudget,1
sir inshaalllah may ap sy ek bar milon ga.sir ap sy galay mil jao ga.n,1
Hum bhi h raho me kl mene haji ali dargha pe salman bhaijan ko baijat bari hone ki duwa mangi,2
sir apse ek ques ap delhi ko purn rajya ka darza dilenge to kya ap ncr ko delhi m lenge,1
Lov ew xo much salman,2
arvind bhai zindabad,2
parso hi 19 ka hua hun aur abi tak single hun . . tu saale 4th me hi ladki baji karne lag gaya tha kamine dusri dhoond lo ; nhi lagega ki ye wala pyar tha :p,0
modi yug samapti ke oorr . . .,0
Main locla mein baitha hun ab,1
we tallied up the votes and are announcing the winners for calling all communities ! tune in http/URL on nov 1st at 11am (cst),2
"guddu kaunsi class me hai , ki maths me pythagoras theorem padhaai jaa rahi hai ? ? ?",1
may apna kam khud hi kiya krti thi . . mujhe kvi ayse help nhi mila ! ! :/,0
office mein 40 inch lcd-- match ka maza le rahen hai,2
Wait karana achi baat nahi hoti hai bhai.... Bhai sirf rona baki hai,0
exactly ! ! its awesome way to celebrate ! ! (y),2
"lagta h kal to jitenge, pata ni kyu par andar se strong awaj aa rhi h #indvssa",2
Aayega Gurgaon launde ?,1
delhi ke result se pata chal raha ki delhi ki janta kitni jaagruk hai.......,2
"lol . . . raja wali feeling aati thi dat tym , purae schl ka round lag jata tha widout ny fear . :p den jab man bhar jata tha to 4 chalk le k aati thi , 2 for me n 2 for sir/mam . . . .",2
@someUSER i may have an android phone by the time i get back to school ! :),2
beta kisi aur ki entry hone de sab pata chal jaega . . . :p,1
@thevirdas tu tho sakal se chutiya hai 2rs actor #beefban,0
""" no you may not kick it . "" -tribe called quest answering a text from billy cundiff",2
this may be a little forward . . . . - secret-country: but can you imagine the sex miranda lambert &amp; blake . . . http/URL,2
bhai is baar na chak paya india :(,1
a leonard cohen and jeff buckley album just in time for black friday ? #buymethat,1
Bhai bhai bhai bhai.......love u bhai.....,2
wide ball ki eit is hillerious,2
i love u jaan mmmmuuuuuuaaaaaaahhhhh shona mera ....,2
@someUSER you're saying perseverance in all instances . that doesn't mean #occupyauc is equivalent to 25 jan revolution . see the diff ?,0
"sabse hatke sawal, aapko bajrangi bhaijaan kar k kaisa laga?",1
today: sefton v @someUSER home 12noon - including president's day; 2nd xi v @someUSER away 12 . 45pm . let's hope the forecast's wrong !,1
Hello koi hai ?,1
Kabhi kabhi apni raji khushi bhej dia karo,2
kejribaba ke liye chote se swal 1 . 1 reciept par kitne logo se chanda liya ? 2 . dubai ke paise ka delhi ke chunav mein kya kaam 3 . 500 school aur 20 college ke liye 6000 acre land kaha se layoge . . . 4 . 20000 lit muft pani kaha se laoge . . . 5 . 15 lacs cctv camere ki nigrani kaise karoge . . puri polce force ko sirf tv dekhne ke liye hi bithaoge kya . . ? delhi ki janta ko murkh banana band karo . jo apni khansi ka ilaj nahi karva saka vo kahta hai main delhi ka ilaj karunga . . . dongi kejri uncle,0
meri aankho me b aansu aa gye haste haste . . lol ! ! !,2
bhag kejriwal bhag: u invited koran for debate i invited u for debate i hope u accept,1
Smj na ara,0
@21dimension it is obvious that those who like the movie will show it..#blockbustermsg,1
"iss bar pasa paltega , baji badlegi #indvssa ki match mai india hi jetega.",2
Allah ap ko sada khush rakh. aameen.,2
Ek baat toh pata chal gae confessr ki aap jo bi study karte ho wo aapko samajh ni aara hai isliye u mug up things p,1
vrindavan dham ! gopal bhagwan ki jai !! #beefban #beefban #beefban #beefban http://t.co/kor3pboqgr,1
Mily tujhy Na dukh zindagi mein Phoool ki tarah mehky khuda kary Zinda rahy naam abad tak tera Eid ki khushiyan tujhy Mubarak khuda kary,2
vardi tujhe salam,2
hhaha but fir bhi le lete the . . . game ka bhoot jo guddu ki tarh dimag mai rehta tha . . :p 9999999 in 1 <---- ka sticker dekh k hi khush ho jate the but lagane pe pta chalta tha ki kya jhamela hai andar lol . . . :p :),0
oye kake yehi problem h bs aaj ki genratn ki . . . kal kuch hua galat . . . toh aaj sahi chhiye . . abe chuchu . . . time lagega . . . achanak se sb hota h toh aise he krte h sb . . . simple time de uske parnts ko . . khud ko . . . . aur soch k kyaa krna h to make it normal . . . saalo mint se pehle move on ki baat krdi . . . madar pyaar tha ya saap sidi ka game . . . if u love her . . . show it . . . do nethng wat it takes . . . yaaara pyaaar mein toh log sarkarein giraa de . . . tu chaar aansu girake kya sabit kr rha h . .,1
Ek bar padh le or bata kya kami hai . Maine argument ke number Ni likhe but har kisi ka analysis to kiya hai ..,2
"all the best+EID MUBARAK 2 SALMAN,LOTS OF REGARD2 ELDERS+LOTS OF AFFECTION&LOVE2 young!",2
bhai mujhe aapki film bajrangi bhaijaan ke gaane bhaut pasand aye,2
samudra ka lehar jis taraf chalta hai us taraf chalna cahiye .,2
bhai english ki coaching kaha deta h . . ? ? gym me . . :-p,2
"salu bahi sabka bahi salman bahi,,My Supar kahn Salman kahn kick se v suparhit hogi bajrangi bahijaan,",2
apko bhi mubarak,2
hmmm taliyao ki awaz abi se meko sunayii se rahi hai hall mai sab sirf ek hi baat bolte hai wah bhai wahi mai sharmake chupke se hasti hu aur love u dilse,2
ur storty hurts me nd pls d'nt ever thnk 4 sucide,1
"demon gaze , a next-gen dungeon rpg for the the playstation vita [1st trailer and screens]: kadokawa games today . . . http/URL",1
"nikhil khurana pata karke rakhio . . tera beta puchegaa baigan ke bharta , tinde ke kofte toenglish mei kya kehte hai :d",1
"is it evil to laugh when a 3rd grader reads a short story , and at least five times , mistakes the name "" becky "" for "" blocky ? "" #stickingtoit",0
aanna with aap lagta h sab fix ho chuka h,0
Usi se karo baat,1
Jada Ni hora kuch,1
Kya mujhse,1
"\ "" There is ample time and opportunity for creative expression in whatever area I choose . \ "" . . What is your favorite way to express your creativity ?. Louise L Hay",2
chavanni milti thi,1
Happy new year maam,2
yaar news mein aaya tha tu . . . ? ? ? ? huh . . story achhi h short film bnwaa le ispe,1
"its not your fault , its just hormonal imbalance .",0
maa-baap kya kya nahi karte apne bacche ko pass karane ke liye ! :p,2
uae bekaar mein itni mehnat kar raha hai ... kisi #sheikh ko bol dete toh woh world cup khareed ke de deta #indvsuae,1
kamaal karte ho Salman ji aayeh bhi nahi..,2
the win would have been no better without #indvspak on twitter..cheers to all indian fellow mates...and the game is still on pak,2
salute . . .,2
Ha nind ati hoegi fir,1
Hii chacha,1
Kahan par,2
mandir banane se kya hoga ... hume to unki families ko jyada support krna chaiye i think wo better hoga . salute our army jai hind .,2
rt @scndthoughts: in the future when pre nuptials become popular in india they should have a cricket clause in it.. #indvssa,1
add me or mssg me for fun n masti chatting,2
I shw ur movie trailor i like ur al movie.,2
Bhai apky chryti so me allho pyyr keep pas he apmuslim hokr galt kr rhy ho khuda hafij,0
indian cricket is all about sharma ji ka ladka ya sharma ji ki ladki . . . :p,2
Aapko bachpan se hi apna best hero mana.......aapne na aajtak kisi comment ka reply na likes..............aaj sad hoon main.......aap bahoot bhoot hit do....laken main ab sad hoo..aap mere favroute hero rahoge laken ek baar like ya comment de te to accha rehta ........thanku,2
Dekhe kise reply karta hai Mr dabang,1
ek dum sahi post h (y) :-/,2
Hw r u now,2
india ka mal jitna paroge ghum lo 5 sal ke bad aap nehin aaoge,0
agar izzat nahi rahi to ucchalo bhi mat yaar ( Y ),1
i think whole @bcci and fans wants today victory more than #cwc15 #indvspak,2
khejriwal plant lgayega 1000 walee note ka,2
@bombaydyeing_in @srbachchan hum kisi se kam nahi = kum kise se ebony &amp; ivory nahi #shamitabh #ebonyandivory,1
Sir plz come 4pm baj gae,1
"talking about act's &amp;&amp; sat's , deciding where i want to go to college , applying to colleges and everything about college stresses me out .",0
