sentence,label,clean-sentence
photo: fab find !  jason wu satin scarlet clutch at off 5th !  whoop whoop !  (taken with instagram) http/URL,2,photo: fab find ! jason wu satin scarlet clutch at off <NUM>th ! whoop whoop ! (taken with instagram) http/url
"omg l ki power  ,  lol lol",2,"omg l ki power , lol lol"
pahle ki sarkar ne isse kyun nahi kiya .  . ,0,pahle ki sarkar ne isse kyun nahi kiya . .
Chalo mai. Lunch karne jara hu ,1,chalo mai. lunch karne jara hu
Swagatam Maa bharti apne pass bula rahi h,1,swagatam maa bharti apne pass bula rahi h
launda kamal ka actor hai .  .  . lekin acting sirf chutiape p suit krti hai :p,0,launda kamal ka actor hai . . . lekin acting sirf chutiape p suit krti hai :p
guddu acting tabhi karta h jab uska pichwada laal hone ka dar ho .  .  .  .  ya fir game k liye paise maangnee ho,1,guddu acting tabhi karta h jab uska pichwada laal hone ka dar ho . . . . ya fir game k liye paise maangnee ho
Bhaijaan aap kaa ek reply mere liye bohot important hai kyuki mai aapka bhakt hu,2,bhaijaan aap kaa ek reply mere liye bohot important hai kyuki mai aapka bhakt hu
Bs kroooooo subah se pd ri hunnnn boreeee may be itz a lyf confession  -P ,1,bs kroooooo subah se pd ri hunnnn boreeee may be itz a lyf confession -p
Super duper hit.rahegi bhai,2,super duper hit.rahegi bhai
Did u see mah new machine....? ,1,did u see mah new machine....?
Gm maam ,2,gm maam
very very very very very nice,2,very very very very very nice
swgat nahi karo ge hamara,2,swgat nahi karo ge hamara
"pk movie the character behind the scenes video hd download feat. aamir khan, anushka sharma http://t.co/xfwmdvurup",1,"pk movie the character behind the scenes video hd download feat. aamir khan, anushka sharma http://t.co/xfwmdvurup"
Sj Soriful kya bola teku itna hi pasand salman to tere ghar me rakh le usku,0,sj soriful kya bola teku itna hi pasand salman to tere ghar me rakh le usku
aree salman sir ek baar jo committed phir wo apne aap ki bhi nahi sunte kyun sir,1,aree salman sir ek baar jo committed phir wo apne aap ki bhi nahi sunte kyun sir
for all those who eat beef watch this. you will be appreciating government move after this. https://t.co/pfs2tl7yhe #beefban #beeflove,2,for all those who eat beef watch this. you will be appreciating government move after this. https://t.co/pfs<NUM>tl<NUM>yhe #beefban #beeflove
last sunday history was repeated; this sunday history was created.#indvspak #indvssa #cwc15,1,last sunday history was repeated; this sunday history was created.#indvspak #indvssa #cwc<NUM>
"chup raho  ,  tu kya vugada cm banayato",1,"chup raho , tu kya vugada cm banayato"
jan ke dukh hua . Teri taklifo ki list lambi hai . #hadnt read full cnfsn ,0,jan ke dukh hua . teri taklifo ki list lambi hai . #hadnt read full cnfsn
Nic salman bai,2,nic salman bai
Rat ko likhunga ,0,rat ko likhunga
check out all of monday's highlights in 2:19 with the daily zap: http/URL,1,check out all of monday's highlights in <NUM>:<NUM> with the daily zap: http/url
ek level khtam fir vahi start,1,ek level khtam fir vahi start
"rt @pedal_india: #railbudget2015 expectations promote the tourism with example ""palace on wheels"" in all the states.",1,"rt @pedal_india: #railbudget<NUM> expectations promote the tourism with example ""palace on wheels"" in all the states."
Yar.  😔 ,1,yar. 😔
jitegi,2,jitegi
@arjunsharmalive : censor board chief leela samson quits in protest of #msgincinemas @msgthefilm ! fcourse! hu wud bear d disgust?!?!,1,@arjunsharmalive : censor board chief leela samson quits in protest of #msgincinemas @msgthefilm ! fcourse! hu wud bear d disgust?!?!
sharma ji ka bahut charchit launda .  mere ghar ke paas bhi rehta tha .  aaj bhi charchit ha or singapore me baitha ha .  or me guddu ki tarah ps3 khelta hu,2,sharma ji ka bahut charchit launda . mere ghar ke paas bhi rehta tha . aaj bhi charchit ha or singapore me baitha ha . or me guddu ki tarah ps<NUM> khelta hu
abhi dobara vote ho jaay bjp 7 seat bhi nahi mlaygi jai rajesthan,0,abhi dobara vote ho jaay bjp <NUM> seat bhi nahi mlaygi jai rajesthan
"to play temple run ,  to watch himym season 8 ,  orrrrr .  .  . to sleep in readiness for tomorrow's morning interview - decisions are hard to make ! :(",1,"to play temple run , to watch himym season <NUM> , orrrrr . . . to sleep in readiness for tomorrow's morning interview - decisions are hard to make ! :("
sb salman ko doshi kyu keh raha.khud ko sb dekho phle..duniya bs bhaukti hai,2,sb salman ko doshi kyu keh raha.khud ko sb dekho phle..duniya bs bhaukti hai
Welcome modi jee,1,welcome modi jee
so here we go into the early hours with hopefully some great racing from san fran #americascup world series .  watch it fri 0930 on ss4 .  .  . ,2,so here we go into the early hours with hopefully some great racing from san fran #americascup world series . watch it fri <NUM> on ss<NUM> . . .
Bahut jyada h yaar usme ,1,bahut jyada h yaar usme
Kyu aisa kya salman bhai,1,kyu aisa kya salman bhai
I mean   aur ,1,i mean aur
Ok sallu miy,1,ok sallu miy
ye kaha ka he,1,ye kaha ka he
"seven has 6 shows in top 15 ,  abc 2nd with 5 ,  nine third with 4 .  ten and sbs rate 0 .  http/URL",1,"seven has <NUM> shows in top <NUM> , abc <NUM>nd with <NUM> , nine third with <NUM> . ten and sbs rate <NUM> . http/url"
back in rehearsal on monday with the woman in black after a summer with the sound of music .  http/URL,1,back in rehearsal on monday with the woman in black after a summer with the sound of music . http/url
modi ek actor hai our comyedian hai joker hai woh aam admi ka majak udayega,0,modi ek actor hai our comyedian hai joker hai woh aam admi ka majak udayega
baithe baithe kya karein karna hai kuch kaam shuru karein dharna lekar #landacquisitionbill ka naam,2,baithe baithe kya karein karna hai kuch kaam shuru karein dharna lekar #landacquisitionbill ka naam
hahaha .  .  .  .  .  393 vala mario bahut hight tak jump kerta tha .  .  .  .  .  . ,2,hahaha . . . . . <NUM> vala mario bahut hight tak jump kerta tha . . . . . .
ok ap chahe 5pm pe aana par online hona,1,ok ap chahe <NUM>pm pe aana par online hona
adhikario ko bhi jake dekho jo vibhago me no 2 ka paisa kma rhe he,0,adhikario ko bhi jake dekho jo vibhago me no <NUM> ka paisa kma rhe he
"ben said bicester was full of chavs ,  well i'm currently sat with last years cast of jeremy kyle .  uh hypocritical much ? ",1,"ben said bicester was full of chavs , well i'm currently sat with last years cast of jeremy kyle . uh hypocritical much ?"
@gurmeetramrahim #blockbustermsg payare papaji gooooooooood night sweeeeeeeeet dreams,1,@gurmeetramrahim #blockbustermsg payare papaji gooooooooood night sweeeeeeeeet dreams
"tom hanks and bill murray may be the two people i would most like to meet .  well ,  them and scarlett johansen .  different reasons though .  .  . ",1,"tom hanks and bill murray may be the two people i would most like to meet . well , them and scarlett johansen . different reasons though . . ."
Bhai jaan ... plz ek bar mera name typ kr k hiii bol do plzzzzz bhai?,2,bhai jaan ... plz ek bar mera name typ kr k hiii bol do plzzzzz bhai?
4:pm din b to bataae nah bahi ? bewakooof banaadiyaaa bahi apne to,1,<NUM>:pm din b to bataae nah bahi ? bewakooof banaadiyaaa bahi apne to
@someUSER lol .  maybe friday since i'm going to georgetown . ,1,@someuser lol . maybe friday since i'm going to georgetown .
tujhe udane k liye ,1,tujhe udane k liye
valentine's day by linkin park may not be the newest song but it's one of the best,2,valentine's day by linkin park may not be the newest song but it's one of the best
i have just watched pk movie awsum acting by amir and true ending #pk,2,i have just watched pk movie awsum acting by amir and true ending #pk
tumhe politicians ko mention karna chaiye tha is post mein desh ko chalane wale to vo hai  .  . ,0,tumhe politicians ko mention karna chaiye tha is post mein desh ko chalane wale to vo hai . .
Rinky Kumari salman hai vo alva nahi hai,1,rinky kumari salman hai vo alva nahi hai
chl rest kr le ,2,chl rest kr le
now aussie must be worried that why they allowed india to settle down in their conditions by that 3 month long series #indvssa,1,now aussie must be worried that why they allowed india to settle down in their conditions by that <NUM> month long series #indvssa
ghumna band karo modiji ab thoda sarkar ko bhi dekhlo ..............................,0,ghumna band karo modiji ab thoda sarkar ko bhi dekhlo ..............................
Bhai jaan jago .4.13pm ho gyaa kaha ho,1,bhai jaan jago .<NUM>pm ho gyaa kaha ho
Hawas ke pujari shadi ke bad hi kr lyo ye sb phle krega to bad me kya krega ,1,hawas ke pujari shadi ke bad hi kr lyo ye sb phle krega to bad me kya krega
mast hai bhai .  .  . guddu toh best hai yaar .  .  .  .  .  .  .  .  .  .  .  . ,2,mast hai bhai . . . guddu toh best hai yaar . . . . . . . . . . . .
time pass mat kar bc out hai................ #indvssa,0,time pass mat kar bc out hai................ #indvssa
"write urgent in your schedule in front of ""going to watch shamitabh """,1,"write urgent in your schedule in front of ""going to watch shamitabh """
Han didi ,1,han didi
"Koi bhi yaha koi aisa state bata sakta hai jisne itne kum tym mai itni jyada progress ki ho ???? koi bhiiiii ... people even after drought , earthquakes roits n wt not he has lead gujrat ... ",1,"koi bhi yaha koi aisa state bata sakta hai jisne itne kum tym mai itni jyada progress ki ho ???? koi bhiiiii ... people even after drought , earthquakes roits n wt not he has lead gujrat ..."
Hello confessor ..... thodi indian+en_suffix culture man me baki reh gaya hai to apne boss ki wife nd kid k bare me soch .... apne aap ruk jayegi . aur nhi baki hai tb to bhagwaan hi bachaye tmko ,1,hello confessor ..... thodi indian+en_suffix culture man me baki reh gaya hai to apne boss ki wife nd kid k bare me soch .... apne aap ruk jayegi . aur nhi baki hai tb to bhagwaan hi bachaye tmko
main suggestion dun  ?  filmy hero ban jaa  .   .   .  ishaqshaade ban jaa  .  .  .  :p 8-),2,main suggestion dun ? filmy hero ban jaa . . . ishaqshaade ban jaa . . . :p <NUM>-)
babu koi ni ,1,babu koi ni
"faisal bhai ,  shukriya aapne mere pichle request ko shayad padhkar luncher paji ke darshan kara diye .  koi shabd kahe bina ,  bahut bada impact kar jate hai luncher paji",2,"faisal bhai , shukriya aapne mere pichle request ko shayad padhkar luncher paji ke darshan kara diye . koi shabd kahe bina , bahut bada impact kar jate hai luncher paji"
sahi hai yaar :d but kash ki aisa hota :(,1,sahi hai yaar :d but kash ki aisa hota :(
laddu ke liye do do baar line main lagna ;),1,laddu ke liye do do baar line main lagna ;)
Bhayya ,1,bhayya
vo bhi kya din the jab hum enjoy kiya karte tha .  . ,0,vo bhi kya din the jab hum enjoy kiya karte tha . .
friend 1:gaadi start nahi ho rahi hain yaar... friend 2:jara south africa dede usse!#indvssa #savsind,0,friend <NUM>:gaadi start nahi ho rahi hain yaar... friend <NUM>:jara south africa dede usse!#indvssa #savsind
Modiji aapko hajaro salam.bahut pm aaya gaya karod lekhe gaya but aaptho imndar pm best of luck,2,modiji aapko hajaro salam.bahut pm aaya gaya karod lekhe gaya but aaptho imndar pm best of luck
rt @nishiinsa20: true saint @gurmeetramrahim directing youth on the path of spirtualism nd humanitarian works through msg #msgyouthicon,2,rt @nishiinsa<NUM>: true saint @gurmeetramrahim directing youth on the path of spirtualism nd humanitarian works through msg #msgyouthicon
i can't wait for the heat game tomorrow; heat vs knicks ! ,2,i can't wait for the heat game tomorrow; heat vs knicks !
ekdam yahi scene hota tha mere ghar me,2,ekdam yahi scene hota tha mere ghar me
ye to kuch nahi bharat ke sabhi public balo ki sampatti ka byora mango desh bhir sone ki cidiya banjayega,0,ye to kuch nahi bharat ke sabhi public balo ki sampatti ka byora mango desh bhir sone ki cidiya banjayega
"guddu ki to lottery lag gayi  .  .  .  yaha to 2 ,  2 rupaye contri kar k 20 rupaye ka cricket match khelte the",0,"guddu ki to lottery lag gayi . . . yaha to <NUM> , <NUM> rupaye contri kar k <NUM> rupaye ka cricket match khelte the"
salute hai aisi insaaniyat ko .  .  .  .  very nice .  .  . ,2,salute hai aisi insaaniyat ko . . . . very nice . . .
kr liyu ,1,kr liyu
@gurmeetramrahim #msgincinemas superbbb great papa g .....me see in mvie today.....yoooi yooo yooo,2,@gurmeetramrahim #msgincinemas superbbb great papa g .....me see in mvie today.....yoooi yooo yooo
haa bhai pls come in vrns,1,haa bhai pls come in vrns
Main  basin bridgeg pahuchne wala hu ,2,main basin bridgeg pahuchne wala hu
Modi is tarah so dekhne se kuchh nahi hota,0,modi is tarah so dekhne se kuchh nahi hota
ache se samjha ke chali gyi aur mai so gayi,1,ache se samjha ke chali gyi aur mai so gayi
to aa ja ,1,to aa ja
Warna tumhari khairnah ha or waisabi eid to abi nahi hai kuch Dino baad hai,1,warna tumhari khairnah ha or waisabi eid to abi nahi hai kuch dino baad hai
hamare desh me sab kuchh possible he . ,2,hamare desh me sab kuchh possible he .
aaj pata chala ki melody itni chocolaty kyun hai  .  .  :p,1,aaj pata chala ki melody itni chocolaty kyun hai . . :p
maa naam badnam mt kro frd,1,maa naam badnam mt kro frd
procrastinating .  i need to get ready for the 6th district chicago police rally against violence .  chi-town cheer will be performing .  king dr . ,2,procrastinating . i need to get ready for the <NUM>th district chicago police rally against violence . chi-town cheer will be performing . king dr .
"sai hai na jo hai bst ha teri tarah todi looser kahin ka .  . deli walo ka kitna nuksan kya h tune loser , fenku . ",0,"sai hai na jo hai bst ha teri tarah todi looser kahin ka . . deli walo ka kitna nuksan kya h tune loser , fenku ."
#indvspak beta... tumse naa hopayega.,0,#indvspak beta... tumse naa hopayega.
khud army ka bhagoda or chala hai desh sudharne .  .  .  .  .  .  . budha sathiya gaya hai,0,khud army ka bhagoda or chala hai desh sudharne . . . . . . . budha sathiya gaya hai
gm ,1,gm
Acha ye bhi suno ,1,acha ye bhi suno
kya din aagaya yaar. beef khaane se molest karna acha hogaya. #beefban,0,kya din aagaya yaar. beef khaane se molest karna acha hogaya. #beefban
Ek zaroori baat he k koi bhi musalmaan bhai salman khan ki (BAJRANGI BHAIJAAN) movie dekhne k liye naa jaae. Us harami ne musalmano ko challenge kiya hai k wo ...,0,ek zaroori baat he k koi bhi musalmaan bhai salman khan ki (bajrangi bhaijaan) movie dekhne k liye naa jaae. us harami ne musalmano ko challenge kiya hai k wo ...
as salam walekum salman g apke sab fan ko pata h k aal kavi v kisiko hrt nhi kar sakte ho allah se dua h k apko hr musibat se bachae or buri najar se v,2,as salam walekum salman g apke sab fan ko pata h k aal kavi v kisiko hrt nhi kar sakte ho allah se dua h k apko hr musibat se bachae or buri najar se v
engineer tha,1,engineer tha
@sambitswar ab samarthan tho bjp bee degi...bina puche @aapsweep,1,@sambitswar ab samarthan tho bjp bee degi...bina puche @aapsweep
Chal karle ,2,chal karle
kya tha woh u block,1,kya tha woh u block
sahi bola bhai,2,sahi bola bhai
